institute,program,quota,category,gender,year,round,openRank,closeRank,state,instituteType
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,63007,66764,,IIIT
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,62817,73342,,IIIT
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,204577,233345,,IIIT
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,382658,408634,,IIIT
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things) (4 Years, B. Tech / B. Tech (Hons.))",All India,GEN,Gender-Neutral,2025,1,51502,59115,,IIIT
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things) (4 Years, B. Tech / B. Tech (Hons.))",All India,GEN-PwD,Gender-Neutral,2025,1,1329444,1329444,,IIIT
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things) (4 Years, B. Tech / B. Tech (Hons.))",All India,EWS,Gender-Neutral,2025,1,60024,65966,,IIIT
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things) (4 Years, B. Tech / B. Tech (Hons.))",All India,OBC,Gender-Neutral,2025,1,68653,72855,,IIIT
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things) (4 Years, B. Tech / B. Tech (Hons.))",All India,SC,Gender-Neutral,2025,1,218864,234036,,IIIT
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things) (4 Years, B. Tech / B. Tech (Hons.))",All India,ST,Gender-Neutral,2025,1,359751,359751,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,26397,33482,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,518249,518249,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,35434,38152,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,36812,43165,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,116670,163817,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,205361,291129,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,23091,29508,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,31402,34906,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,34937,40977,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,129512,159163,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,SC-PwD,Gender-Neutral,2025,1,1105910,1105910,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,201857,257403,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,25482,35748,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,35830,38157,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,41797,44921,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,148690,178312,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,285373,307065,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,21838,39962,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,520314,520314,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,40844,44145,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,44269,48861,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,179256,185803,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,314196,331795,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,36109,47842,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,863232,863232,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,47861,56011,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,50808,60685,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC-PwD,Gender-Neutral,2025,1,1139886,1139886,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,166256,201598,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,270933,340811,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,33606,46131,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,852680,852680,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,48878,55432,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,49094,55866,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",All India,OBC-PwD,Gender-Neutral,2025,1,1287868,1287868,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,120832,196220,,IIIT
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,318990,345867,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,17325,26947,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,1,28668,39080,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,439535,439535,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,27025,33913,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,1,39130,51526,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,28369,38597,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,1,47401,61268,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-PwD,Gender-Neutral,2025,1,881683,892898,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-PwD,Female-only (including Supernumerary),2025,1,512750,512750,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,89385,137329,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),2025,1,156327,186635,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,137206,272438,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),2025,1,313438,332970,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,GEN,Gender-Neutral,2025,1,218734,1140984,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,GEN,Gender-Neutral,2025,1,619976,619976,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,27656,36626,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,1,40253,54422,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,392115,392115,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,37832,41354,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,1,56544,64424,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,39366,48182,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,1,59672,65988,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,143665,176741,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),2025,1,206098,208405,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,295137,324054,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),2025,1,348054,380275,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,GEN,Gender-Neutral,2025,1,559773,559773,,IIIT
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,GEN,Gender-Neutral,2025,1,311942,311942,,IIIT
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,44579,55453,,IIIT
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,1,47497,64336,,IIIT
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,914975,988673,,IIIT
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,55837,61083,,IIIT
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,1,68733,74011,,IIIT
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,55778,67077,,IIIT
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,1,69639,77685,,IIIT
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-PwD,Gender-Neutral,2025,1,989907,989907,,IIIT
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,165116,223445,,IIIT
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),2025,1,222034,236371,,IIIT
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,296262,409228,,IIIT
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),2025,1,351026,351026,,IIIT
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,55958,63424,,IIIT
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,1,65492,68411,,IIIT
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,64587,68674,,IIIT
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,1,85113,85113,,IIIT
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,66076,74859,,IIIT
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,1,82868,82868,,IIIT
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,222883,234834,,IIIT
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),2025,1,246196,250288,,IIIT
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,406098,416322,,IIIT
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),2025,1,384619,384619,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,56128,60138,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,63126,63126,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,1,78286,78286,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,68898,72663,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,1,85842,85842,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,173652,228101,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,416928,419994,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),2025,1,434918,434918,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,56361,72919,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,1,75337,78802,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,77492,81697,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,1,88134,88134,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,74890,80331,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,1,90086,101721,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,230413,244909,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),2025,1,262098,262098,,IIIT
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,422961,460668,,IIIT
Indian Institute of Information Technology Bhopal,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,25590,42613,,IIIT
Indian Institute of Information Technology Bhopal,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,850941,850941,,IIIT
Indian Institute of Information Technology Bhopal,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,44749,46529,,IIIT
Indian Institute of Information Technology Bhopal,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,48862,55749,,IIIT
Indian Institute of Information Technology Bhopal,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,205875,211332,,IIIT
Indian Institute of Information Technology Bhopal,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,379589,379589,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,18670,33613,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,270154,663194,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,34523,40186,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,35707,45228,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,80990,179897,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,138364,288977,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,19044,32578,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,733204,733204,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,33026,38200,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,35604,42266,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,137537,160414,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,125474,303318,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,40265,44853,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,982093,982093,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,45033,49398,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,49266,53971,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology)",All India,OBC-PwD,Gender-Neutral,2025,1,1260800,1260800,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,108481,204963,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,250058,343415,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,29041,40229,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,41406,43886,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,45844,49033,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,186409,194970,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,305106,317740,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,21825,36578,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,39563,42083,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,41870,47492,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,125742,181395,,IIIT
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,293761,297683,,IIIT
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,24932,50275,,IIIT
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,983394,1081407,,IIIT
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,51060,58112,,IIIT
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,53050,63034,,IIIT
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,162186,218012,,IIIT
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,228451,357888,,IIIT
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,23652,46010,,IIIT
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,46208,50480,,IIIT
