institute,program,quota,category,gender,year,round,openRank,closeRank,state,instituteType
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,77378,81978,,GFTI
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,2,183629,237527,,GFTI
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,2,536650,536650,,GFTI
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,68061,70630,,GFTI
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,2,82131,96457,,GFTI
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,2,220478,222059,,GFTI
"Punjab Engineering College, Chandigarh","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,15393,15393,,GFTI
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",Other State,GEN,Gender-Neutral,2025,2,17838,17986,,GFTI
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,2,69765,69765,,GFTI
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,2,363311,363311,,GFTI
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,30601,31138,,GFTI
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,2,167011,167011,,GFTI
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,2,43074,43074,,GFTI
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,22685,23288,,GFTI
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,2,26581,27120,,GFTI
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,2,135601,135601,,GFTI
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,2,48107,48107,,GFTI
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,24832,24914,,GFTI
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,2,27240,28374,,GFTI
"Punjab Engineering College, Chandigarh","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,20008,20008,,GFTI
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,50157,50157,,GFTI
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,2,105966,105966,,GFTI
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,2,372136,372136,,GFTI
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,43867,46887,,GFTI
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,2,59261,62182,,GFTI
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,2,429545,429545,,GFTI
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,85982,88493,,GFTI
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,2,261187,377524,,GFTI
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,2,568303,586158,,GFTI
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,71814,73634,,GFTI
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,2,94485,96320,,GFTI
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,2,219312,219312,,GFTI
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,62491,62491,,GFTI
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,2,124010,127310,,GFTI
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,58285,59073,,GFTI
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,2,66171,69700,,GFTI
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,2,557360,557360,,GFTI
"Jawaharlal Nehru University, Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,36505,37432,,GFTI
"Jawaharlal Nehru University, Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,48331,49000,,GFTI
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,49291,50385,,GFTI
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,2,1156644,1156644,,GFTI
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,57901,57901,,GFTI
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,60957,67534,,GFTI
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,179230,179230,,GFTI
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,296100,296100,,GFTI
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,55081,57743,,GFTI
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,57875,62547,,GFTI
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,69328,72044,,GFTI
"International Institute of Information Technology, Bhubaneswar","Computer Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,218608,227270,,GFTI
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,42519,42840,,GFTI
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,54807,57434,,GFTI
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,60002,60369,,GFTI
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,196637,201523,,GFTI
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,296155,296155,,GFTI
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,66978,70004,,GFTI
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,70437,72808,,GFTI
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,77311,81928,,GFTI
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,239377,241369,,GFTI
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,402398,402398,,GFTI
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,64725,67847,,GFTI
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,69335,69763,,GFTI
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,75333,76950,,GFTI
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,232905,235018,,GFTI
"International Institute of Information Technology, Bhubaneswar","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,354676,354676,,GFTI
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,55259,56428,,GFTI
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,64619,65648,,GFTI
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,64695,67647,,GFTI
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,209815,209815,,GFTI
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,342743,342743,,GFTI
"Central institute of Technology Kokrajar, Assam","Civil Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,214742,214742,,GFTI
"Central institute of Technology Kokrajar, Assam","Civil Engineering (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,2,256841,256841,,GFTI
"Central institute of Technology Kokrajar, Assam","Civil Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,407202,407202,,GFTI
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,135256,135256,,GFTI
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,2,137595,137595,,GFTI
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,143555,143555,,GFTI
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,137437,137437,,GFTI
"Central institute of Technology Kokrajar, Assam","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,277679,277679,,GFTI
"Central institute of Technology Kokrajar, Assam","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,140282,146231,,GFTI
"Central institute of Technology Kokrajar, Assam","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,155480,155480,,GFTI
"Central institute of Technology Kokrajar, Assam","Food Engineering and Technology (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,464493,464493,,GFTI
"Central institute of Technology Kokrajar, Assam","Food Engineering and Technology (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,978969,978969,,GFTI
"Central institute of Technology Kokrajar, Assam","Food Engineering and Technology (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,495414,495414,,GFTI
"Central institute of Technology Kokrajar, Assam","Instrumentation Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,199436,199436,,GFTI
"Central institute of Technology Kokrajar, Assam","Instrumentation Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,204765,204765,,GFTI
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,148692,148692,,GFTI
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,243377,243377,,GFTI
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,155882,179539,,GFTI
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,298217,298217,,GFTI
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,199594,263007,,GFTI
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,293078,368739,,GFTI
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,268314,423820,,GFTI
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,308237,341527,,GFTI
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,82413,94655,,GFTI
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,101357,111518,,GFTI
